Category,Name,Portion(fl oz),Calories,Calories from fat,Total Fat(g),Saturated fat(g),Trans fat(g),Cholesterol(mg),Sodium(mg),Total Carbohydrate(g),Dietary Fiber(g),Sugars(g),Protein(g),Caffeine(mg),Size,Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,130,0,0.0,0.0,0.0,5,115,26,0,25,7,0,Kids,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,190,50,5.0,3.5,0.0,25,120,27,0,27,8,0,Kids,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,180,50,6.0,3.5,0.0,20,115,25,0,25,7,0,Kids,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,230,100,11.0,7.0,0.0,40,120,27,0,27,7,0,Kids,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,160,35,3.5,2.5,0.0,15,125,25,0,25,7,0,Kids,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,210,80,9.0,5.0,0.0,35,130,27,0,27,8,0,Kids,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,160,25,3.0,0.0,0.0,0,105,28,1,25,6,0,Kids,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,210,70,8.0,3.5,0.0,20,110,29,1,27,6,0,Kids,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,120,30,3.0,0.0,0.0,0,120,20,1,19,2,0,Short,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,170,70,8.0,3.5,0.0,20,125,22,1,21,3,0,Short,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,130,35,4.0,4.0,0.0,0,115,23,0,22,2,0,Short,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,190,80,9.0,7.0,0.0,20,120,25,0,24,2,0,Short,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,130,0,0.0,0.0,0.0,5,115,26,0,25,7,0,Short,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,190,50,5.0,3.5,0.0,25,120,27,0,27,8,0,Short,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,180,50,6.0,3.5,0.0,20,115,25,0,25,7,0,Short,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,230,100,11.0,7.0,0.0,40,120,27,0,27,7,0,Short,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,160,35,3.5,2.5,0.0,15,125,25,0,25,7,0,Short,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,210,80,9.0,5.0,0.0,35,130,27,0,27,8,0,Short,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,160,25,3.0,0.0,0.0,0,105,28,1,25,6,0,Short,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,8.0,210,70,8.0,3.5,0.0,20,110,29,1,27,6,0,Short,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,180,45,5.0,0.0,0.0,0,180,31,1,29,4,0,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,240,100,11.0,4.0,0.0,25,190,33,1,31,4,0,Tall,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,200,60,6.0,6.0,0.0,0,170,35,0,34,3,0,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,270,110,12.0,10.0,0.0,25,180,36,0,36,3,0,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,200,5,0.0,0.0,0.0,5,170,39,0,38,11,0,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,260,60,6.0,4.0,0.0,30,180,41,0,40,12,0,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,280,80,9.0,5.0,0.0,30,180,38,0,38,11,0,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,340,140,15.0,9.0,0.0,50,180,40,0,40,11,0,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,250,50,6.0,3.5,0.0,25,190,38,0,38,11,0,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,310,110,12.0,7.0,0.0,45,190,40,0,40,11,0,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,240,40,4.5,0.5,0.0,0,160,42,1,38,9,0,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,12.0,310,90,10.0,4.5,0.0,25,160,44,1,40,10,0,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,230,60,6.0,0.5,0.0,0,240,41,2,38,5,0,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,310,120,13.0,5.0,0.0,30,250,43,2,40,5,0,Grande,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,270,70,8.0,8.0,0.0,0,230,46,0,45,4,0,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,340,140,15.0,12.0,0.0,30,230,48,0,47,4,0,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,270,5,0.0,0.0,0.0,10,230,51,0,51,15,0,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,340,70,7.0,4.5,0.0,35,240,53,0,53,15,0,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,360,110,12.0,7.0,0.0,40,230,51,0,50,14,0,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,430,170,19.0,11.0,0.5,65,240,53,0,52,14,0,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,320,70,7.0,4.5,0.0,30,250,51,0,50,15,0,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,400,130,14.0,9.0,0.5,55,250,53,0,52,15,0,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,320,50,6.0,1.0,0.0,0,210,55,1,51,12,0,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,16.0,390,110,13.0,5.0,0.0,30,220,58,1,53,13,0,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,290,70,8.0,0.5,0.0,0,300,51,2,48,6,0,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,370,140,15.0,5.0,0.0,30,310,53,2,50,7,0,Venti,Almond,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,340,100,11.0,10.0,0.0,0,290,58,0,56,4,0,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,410,160,18.0,14.0,0.0,30,290,60,0,58,5,0,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,340,5,0.5,0.0,0.0,10,290,65,0,64,19,0,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,410,70,8.0,4.5,0.0,35,300,67,0,66,19,0,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,460,140,15.0,9.0,0.0,50,300,64,0,63,18,0,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,530,200,22.0,13.0,0.5,75,300,66,0,65,18,0,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,410,80,9.0,6.0,0.0,40,310,64,0,63,19,0,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,480,150,16.0,10.0,0.5,65,320,66,0,65,19,0,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,410,70,7.0,1.0,0.0,0,260,70,2,64,16,0,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Pumpkin Spice Crème,20.0,480,130,14.0,5.0,0.0,30,270,72,2,66,16,0,Venti,Soy (United States),Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,170,35,4.0,1.0,0.0,0,140,31,3,27,2,15,Short,Almond,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,240,90,10.0,4.5,0.0,20,210,37,3,32,3,15,Short,Almond,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,180,45,5.0,4.0,0.0,0,140,33,2,29,2,15,Short,Coconut,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,260,100,11.0,8.0,0.0,20,200,39,2,34,2,15,Short,Coconut,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,180,15,1.5,1.0,0.0,5,140,35,2,32,6,15,Short,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,260,70,7.0,4.5,0.0,25,210,41,2,37,7,15,Short,Nonfat milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,220,60,6.0,3.5,0.0,15,140,35,2,32,6,15,Short,Whole Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,300,110,12.0,7.0,0.0,35,210,41,2,37,6,15,Short,Whole Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,200,40,4.5,2.5,0.0,10,150,35,2,32,6,15,Short,2% Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,280,90,10.0,6.0,0.0,35,210,41,2,37,7,15,Short,2% Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,200,35,3.5,1.0,0.0,0,130,37,3,32,5,15,Short,Soy (United States),No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,8.0,280,90,10.0,4.5,0.0,20,200,43,3,37,6,15,Short,Soy (United States),Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,240,50,6.0,1.5,0.0,0,220,44,4,38,4,20,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,330,120,13.0,6.0,0.0,25,290,51,4,44,4,20,Tall,Almond,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,260,70,7.0,6.0,0.0,0,210,48,3,42,3,20,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,360,130,15.0,11.0,0.0,25,280,54,3,48,3,20,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,260,20,2.0,1.0,0.0,5,210,51,3,46,10,20,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,350,80,9.0,6.0,0.0,30,280,58,3,52,10,20,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,330,90,10.0,6.0,0.0,25,210,51,3,46,10,20,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,420,150,17.0,10.0,0.0,50,280,58,3,52,10,20,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,300,60,7.0,4.0,0.0,20,220,51,3,46,10,20,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,390,120,14.0,8.0,0.0,45,290,58,3,52,10,20,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,300,50,6.0,1.5,0.0,0,200,54,4,46,8,20,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,12.0,390,110,13.0,6.0,0.0,25,270,61,4,52,9,20,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,310,70,8.0,2.0,0.0,0,290,57,5,48,5,25,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,420,140,16.0,7.0,0.0,30,370,65,5,55,5,25,Grande,Almond,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,340,90,10.0,8.0,0.0,0,280,62,4,54,3,25,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,450,160,18.0,13.0,0.0,30,360,69,4,61,4,25,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,340,25,3.0,1.5,0.0,5,280,66,4,59,13,25,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,440,100,11.0,7.0,0.0,35,370,74,4,66,14,25,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,430,120,13.0,7.0,0.0,30,280,66,4,59,13,25,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,530,190,21.0,12.0,0.5,60,370,73,4,65,13,25,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,390,80,9.0,5.0,0.0,25,300,66,4,59,13,25,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,490,150,17.0,10.0,0.0,55,380,73,4,65,13,25,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,390,70,7.0,2.0,0.0,0,260,70,5,59,11,25,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,16.0,490,140,16.0,7.0,0.0,30,350,77,5,66,12,25,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,410,90,10.0,2.5,0.0,0,360,75,7,64,6,35,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,510,160,18.0,7.0,0.0,30,450,83,7,71,6,35,Venti,Almond,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,450,110,12.0,10.0,0.0,0,350,81,5,71,4,35,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,550,180,20.0,15.0,0.0,30,440,88,5,78,5,35,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,440,35,3.5,2.0,0.0,10,350,87,5,78,17,35,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,550,110,12.0,7.0,0.0,35,440,94,5,85,17,35,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,550,150,16.0,9.0,0.0,40,360,86,5,77,16,35,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,650,220,24.0,14.0,0.5,70,440,93,5,84,16,35,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,510,100,11.0,7.0,0.0,30,370,86,5,77,16,35,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,610,170,19.0,12.0,0.5,60,460,93,5,84,17,35,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,510,80,9.0,2.5,0.0,0,330,91,6,78,14,35,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Salted Caramel Hot Chocolate,20.0,610,160,17.0,8.0,0.0,30,420,99,6,85,14,35,Venti,Soy (United States),Whipped Cream
kids-drinks-and-other,Steamed Apple Juice,8.0,120,0,0.0,0.0,0.0,0,10,30,0,27,0,0,Kids,,
kids-drinks-and-other,Steamed Apple Juice,8.0,120,0,0.0,0.0,0.0,0,10,30,0,27,0,0,Short,,
kids-drinks-and-other,Steamed Apple Juice,12.0,170,0,0.0,0.0,0.0,0,15,44,0,39,0,0,Tall,,
kids-drinks-and-other,Steamed Apple Juice,16.0,220,0,0.0,0.0,0.0,0,20,55,0,50,0,0,Grande,,
kids-drinks-and-other,Steamed Apple Juice,20.0,280,0,0.0,0.0,0.0,0,25,69,0,62,0,0,Venti,,
kids-drinks-and-other,Vanilla Crème,8.0,110,40,4.5,4.0,0.0,0,80,16,0,16,0,0,Kids,Coconut,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,100,0,0.0,0.0,0.0,5,80,19,0,19,6,0,Kids,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,150,45,5.0,3.5,0.0,25,85,20,0,20,6,0,Kids,Nonfat milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,150,60,6.0,3.5,0.0,20,80,19,0,19,6,0,Kids,Whole Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,200,100,11.0,7.0,0.0,35,85,20,0,19,6,0,Kids,Whole Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,130,35,4.0,2.0,0.0,15,90,19,0,19,6,0,Kids,2% Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,180,80,9.0,5.0,0.0,35,90,20,0,19,6,0,Kids,2% Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,130,25,3.0,0.0,0.0,0,70,21,1,19,5,0,Kids,Soy (United States),No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,180,70,8.0,3.5,0.0,20,70,22,1,20,5,0,Kids,Soy (United States),Whipped Cream
kids-drinks-and-other,Vanilla Crème,24.0,200,45,5.0,0.0,0.0,0,140,38,1,33,3,225,Short,Almond,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,110,40,4.5,4.0,0.0,0,80,16,0,16,0,0,Short,Coconut,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,150,80,9.0,7.0,0.0,20,80,17,0,17,1,0,Short,Coconut,Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,100,0,0.0,0.0,0.0,5,80,19,0,19,6,0,Short,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,150,45,5.0,3.5,0.0,25,85,20,0,20,6,0,Short,Nonfat milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,150,60,6.0,3.5,0.0,20,80,19,0,19,6,0,Short,Whole Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,200,100,11.0,7.0,0.0,35,85,20,0,19,6,0,Short,Whole Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,130,35,4.0,2.0,0.0,15,90,19,0,19,6,0,Short,2% Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,180,80,9.0,5.0,0.0,35,90,20,0,19,6,0,Short,2% Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,130,25,3.0,0.0,0.0,0,70,21,1,19,5,0,Short,Soy (United States),No Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,180,70,8.0,3.5,0.0,20,70,22,1,20,5,0,Short,Soy (United States),Whipped Cream
kids-drinks-and-other,Vanilla Crème,8.0,90,30,3.5,0.0,0.0,0,90,14,1,12,1,0,Tall,Almond,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,160,60,7.0,6.0,0.0,0,125,25,0,24,1,0,Tall,Coconut,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,220,110,12.0,10.0,0.0,20,125,26,0,25,1,0,Tall,Coconut,Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,160,0,0.0,0.0,0.0,5,120,29,0,29,10,0,Tall,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,210,60,6.0,4.0,0.0,30,125,30,0,29,10,0,Tall,Nonfat milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,240,90,9.0,5.0,0.0,30,125,28,0,28,9,0,Tall,Whole Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,290,140,15.0,9.0,0.0,50,130,30,0,29,9,0,Tall,Whole Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,200,50,6.0,3.5,0.0,25,135,28,0,28,10,0,Tall,2% Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,260,110,12.0,7.0,0.0,45,140,30,0,29,10,0,Tall,2% Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,200,40,4.5,0.5,0.0,0,105,32,1,29,8,0,Tall,Soy (United States),No Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,260,90,10.0,4.5,0.0,20,110,33,1,29,8,0,Tall,Soy (United States),Whipped Cream
kids-drinks-and-other,Vanilla Crème,12.0,130,45,5.0,0.0,0.0,0,135,21,1,19,2,0,Grande,Almond,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,210,80,9.0,8.0,0.0,0,160,33,0,32,1,0,Grande,Coconut,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,280,140,15.0,12.0,0.0,25,160,34,0,33,1,0,Grande,Coconut,Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,210,5,0.0,0.0,0.0,10,160,38,0,38,13,0,Grande,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,270,70,7.0,4.5,0.0,35,160,39,0,39,13,0,Grande,Nonfat milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,310,110,12.0,7.0,0.0,40,160,37,0,37,12,0,Grande,Whole Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,370,170,19.0,11.0,0.5,65,170,39,0,38,12,0,Grande,Whole Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,270,70,7.0,5.0,0.0,30,180,37,0,37,12,0,Grande,2% Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,330,130,14.0,8.0,0.0,55,180,39,0,38,13,0,Grande,2% Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,260,50,6.0,0.5,0.0,0,135,42,1,38,10,0,Grande,Soy (United States),No Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,330,110,13.0,5.0,0.0,25,140,44,1,39,10,0,Grande,Soy (United States),Whipped Cream
kids-drinks-and-other,Vanilla Crème,16.0,180,60,7.0,0.5,0.0,0,180,27,2,25,2,0,Venti,Almond,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,270,100,11.0,11.0,0.0,0,200,41,0,40,1,0,Venti,Coconut,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,330,160,18.0,14.0,0.0,25,200,42,0,41,1,0,Venti,Coconut,Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,260,5,0.0,0.0,0.0,10,200,48,0,48,16,0,Venti,Nonfat milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,330,70,7.0,4.5,0.0,35,210,49,0,48,16,0,Venti,Nonfat milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,390,140,16.0,9.0,0.0,50,210,47,0,47,15,0,Venti,Whole Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,450,200,22.0,13.0,0.5,75,210,48,0,48,15,0,Venti,Whole Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,340,90,10.0,6.0,0.0,40,230,47,0,47,16,0,Venti,2% Milk,No Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,400,150,16.0,9.0,0.0,65,230,48,0,48,16,0,Venti,2% Milk,Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,340,70,7.0,1.0,0.0,0,170,53,2,48,13,0,Venti,Soy (United States),No Whipped Cream
kids-drinks-and-other,Vanilla Crème,20.0,400,130,14.0,5.0,0.0,25,180,55,2,49,13,0,Venti,Soy (United States),Whipped Cream
tea,Chai Tea Latte,8.0,90,15,2.0,0.0,0.0,0,55,19,1,17,1,50,Short,Almond,
tea,Chai Tea Latte,8.0,100,20,2.5,2.5,0.0,0,50,21,0,19,1,50,Short,Coconut,
tea,Chai Tea Latte,8.0,100,0,0.0,0.0,0.0,0,50,22,0,21,4,50,Short,Nonfat milk,
tea,Chai Tea Latte,8.0,130,30,3.5,2.0,0.0,10,55,22,0,21,4,50,Short,Whole Milk,
tea,Chai Tea Latte,8.0,120,20,2.0,1.0,0.0,10,55,22,0,21,4,50,Short,2% Milk,
tea,Chai Tea Latte,8.0,120,15,1.5,0.0,0.0,0,45,24,0,21,3,50,Short,Soy (United States),
tea,Chai Tea Latte,12.0,140,25,2.5,0.0,0.0,0,80,29,1,26,1,70,Tall,Almond,
tea,Chai Tea Latte,12.0,160,35,3.5,3.5,0.0,0,75,31,0,29,1,70,Tall,Coconut,
tea,Chai Tea Latte,12.0,160,0,0.0,0.0,0.0,5,80,34,0,32,6,70,Tall,Nonfat milk,
tea,Chai Tea Latte,12.0,200,50,6.0,3.0,0.0,15,80,34,0,32,6,70,Tall,Whole Milk,
tea,Chai Tea Latte,12.0,190,30,3.5,1.5,0.0,15,90,34,0,32,6,70,Tall,2% Milk,
tea,Chai Tea Latte,12.0,180,25,2.5,0.0,0.0,0,70,36,1,32,5,70,Tall,Soy (United States),
tea,Chai Tea Latte,16.0,190,30,3.5,0.0,0.0,0,105,38,1,35,2,95,Grande,Almond,
tea,Chai Tea Latte,16.0,210,45,4.5,4.5,0.0,0,95,41,0,39,1,95,Grande,Coconut,
tea,Chai Tea Latte,16.0,210,0,0.0,0.0,0.0,5,105,45,0,43,8,95,Grande,Nonfat milk,
tea,Chai Tea Latte,16.0,270,60,7.0,4.0,0.0,20,105,45,0,42,7,95,Grande,Whole Milk,
tea,Chai Tea Latte,16.0,240,40,4.5,2.0,0.0,20,115,45,0,42,8,95,Grande,2% Milk,
tea,Chai Tea Latte,16.0,240,30,3.5,0.0,0.0,0,90,47,1,43,6,95,Grande,Soy (United States),
tea,Chai Tea Latte,20.0,230,40,4.5,0.0,0.0,0,130,48,1,43,2,120,Venti,Almond,
tea,Chai Tea Latte,20.0,260,50,6.0,6.0,0.0,0,120,52,0,48,1,120,Venti,Coconut,
tea,Chai Tea Latte,20.0,260,5,0.0,0.0,0.0,5,135,57,0,54,10,120,Venti,Nonfat milk,
tea,Chai Tea Latte,20.0,340,80,9.0,5.0,0.0,30,135,56,0,53,10,120,Venti,Whole Milk,
tea,Chai Tea Latte,20.0,310,50,6.0,3.0,0.0,25,150,56,0,53,10,120,Venti,2% Milk,
tea,Chai Tea Latte,20.0,310,40,4.5,0.5,0.0,0,115,60,1,54,8,120,Venti,Soy (United States),
tea,Citrus Defender,8.0,80,0,0.0,0.0,0.0,0,10,20,0,17,0,40,Short,,
tea,Citrus Defender,12.0,100,0,0.0,0.0,0.0,0,15,26,0,23,0,40,Tall,,
tea,Citrus Defender,16.0,160,0,0.0,0.0,0.0,0,20,39,0,35,0,40,Grande,,
tea,Citrus Defender,20.0,180,0,0.0,0.0,0.0,0,20,45,0,41,0,40,Venti,,
